hid,wp,age,gender,marital_status,employment,driving_licence,age_discrete,htype,hsize,nbcars,nbcars_agg,role
356791,0.771803719,10,1,1,5,2,1,220,6,1,1,4
321459,1.6166468129,61,2,2,1,1,5,210,2,0,0,1
323813,3.4218984007,89,2,3,4,2,6,10,1,0,0,1
414085,2.4441595103,33,1,1,1,1,4,10,1,1,1,1
254915,1.389992837,49,2,2,1,1,5,220,3,2,2,2
423985,0.8589924395,68,2,2,4,1,6,210,2,1,1,1
152382,2.6862561114,27,2,1,1,1,4,210,2,0,0,2
317144,2.553527176,57,1,2,1,1,5,210,2,2,2,1
142655,1.9551312091,44,2,1,1,1,5,230,3,1,1,1
285427,2.6192811135,61,2,4,2,1,5,210,2,1,1,2
454944,1.5289745714,38,1,2,1,1,4,220,4,1,1,2
138506,1.6704097017,16,1,1,3,2,2,230,2,0,0,2
416757,0.5622812222,16,2,1,1,2,2,220,4,1,1,3
358883,2.3217151148,32,2,2,2,2,4,220,3,1,1,1
147122,0.3289172121,38,2,2,2,1,4,220,5,2,2,1
434516,1.2299882697,50,2,2,1,2,5,220,3,2,2,2
342587,0.9802070182,62,2,2,1,1,5,210,2,1,1,2
343108,1.931381391,57,1,4,1,1,5,10,1,2,2,1
281645,1.745185696,27,1,2,1,1,4,220,3,1,1,1
410528,0.6027406286,70,1,2,1,1,6,220,3,2,2,1
151182,0.4259085387,7,2,1,5,2,1,220,6,1,1,5
322195,0.8379027956,60,2,2,1,1,5,210,2,3,3,2
136446,0.4693445729,12,1,1,5,2,1,220,5,2,2,4
412927,2.4929825145,34,1,1,1,1,4,210,2,2,2,1
328207,1.4091237858,36,1,2,1,1,4,220,4,3,3,1
127842,2.1297815169,74,2,3,1,1,6,10,1,1,1,1
137965,1.1313605745,9,2,1,5,2,1,220,4,1,1,4
248065,2.0019916556,17,1,1,1,2,2,230,3,1,1,2
258542,3.7926592781,28,1,1,1,1,4,210,2,2,2,1
437472,0.7417633633,58,2,2,1,1,5,210,2,2,2,2
149972,1.5143069052,22,1,1,1,2,3,30,4,0,0,3
421126,0.998879434,32,2,1,1,2,4,10,1,0,0,1
124277,1.0471991329,62,1,1,1,1,5,220,3,1,1,1
258352,1.8785544645,44,2,2,1,1,5,30,5,4,4,4
152157,0.8506583059,55,1,2,1,1,5,220,4,3,3,1
324621,4.1545179182,28,2,1,1,2,4,30,3,0,0,1
130232,2.4388270706,23,1,1,1,1,3,30,3,4,4,3
334467,0.5032683377,49,2,4,1,1,5,10,1,1,1,1
281371,0.8570881963,30,1,1,2,1,4,210,2,0,0,1
131637,0.4587757469,62,1,2,1,1,5,210,2,1,1,1
311014,0.8140957433,44,2,2,1,2,5,210,2,1,1,2
269733,3.4776001742,29,2,1,1,1,4,210,2,2,2,1
429238,0.448028649,74,1,2,4,1,6,210,2,2,2,1
345086,0.9374672986,47,2,2,1,1,5,230,3,1,1,1
151606,2.1142196332,47,1,4,1,1,5,10,1,1,1,1
276709,1.0093879554,41,1,2,1,1,4,10,1,1,1,1
156193,1.819496314,25,2,1,1,1,4,10,1,1,1,1
133086,0.8951234684,61,1,2,1,1,5,220,3,2,2,1
325612,1.6012951017,11,2,1,5,2,1,220,4,1,1,3
333501,1.3794140313,74,2,2,4,1,6,210,2,1,1,2
358823,1.205199305,35,1,2,1,1,4,220,3,2,2,1
424968,0.753849118,63,1,2,1,1,5,210,2,2,2,1
283468,0.2542887465,73,1,3,4,1,6,10,1,1,1,1
448808,2.3139187133,31,2,1,1,1,4,210,2,1,1,2
268328,0.8849116989,10,1,1,5,2,1,220,3,2,2,3
150239,0.5275161846,35,1,1,1,1,4,210,2,1,1,1
350713,0.4376689344,79,1,2,4,1,6,210,2,1,1,1
324872,1.6136062292,68,1,4,4,1,6,210,2,1,1,2
320368,1.1825910763,93,2,2,4,2,6,210,2,1,1,1
115194,1.2447857764,24,2,1,1,2,4,30,4,0,0,3
152765,0.9642559454,15,1,1,1,2,2,220,5,3,3,5
430124,0.3682595153,80,2,1,4,2,6,10,1,0,0,1
157555,2.2177407883,30,1,1,2,1,4,30,2,0,0,1
448171,2.3132127527,46,2,2,1,1,5,220,4,1,1,2
250288,0.9925260482,85,2,4,4,2,6,10,1,0,0,1
281797,1.0344486921,33,2,2,1,1,4,220,4,2,2,2
135728,1.8994117311,72,1,4,4,1,6,10,1,1,1,1
137446,0.7765494587,61,1,4,1,1,5,210,2,2,2,1
358579,0.4920477706,11,2,1,5,2,1,220,5,1,1,5
261087,1.9418310738,21,2,1,2,2,3,230,3,1,1,2
339372,0.945969484,49,2,2,1,1,5,220,3,3,3,2
267796,2.0103200678,14,2,1,5,2,1,220,5,2,2,3
155058,2.8926415744,28,1,1,2,1,4,230,3,2,2,2
286054,4.4150023756,43,2,1,2,1,4,220,3,3,3,3
158889,0.8824809828,32,1,1,1,1,4,210,2,1,1,1
441642,0.5305752955,10,1,1,5,2,1,220,4,2,2,3
148004,0.4358321977,51,1,2,2,1,5,220,4,1,1,2
442722,1.0224392675,40,2,1,1,1,4,220,3,5,5,2
317489,1.1544408745,77,1,2,4,1,6,210,2,1,1,1
350053,3.1542999939,56,2,3,2,2,5,230,3,1,1,1
127464,1.8215840368,40,2,2,1,1,4,220,5,3,3,2
117845,0.4880926571,11,2,1,5,2,1,220,4,1,1,4
280045,2.1566654405,85,2,3,4,1,6,10,1,1,1,1
256631,0.5504819131,81,1,2,4,1,6,210,2,1,1,1
411831,0.635401268,10,1,1,5,2,1,220,4,1,1,3
152688,1.2767206986,24,1,1,1,1,4,220,4,3,3,3
312034,1.6761010378,19,1,1,1,1,3,220,4,2,2,3
324629,0.9809072776,25,1,1,1,1,4,220,4,2,2,3
240294,1.0031366603,39,1,2,1,1,4,220,3,0,0,2
246925,1.1788558656,62,2,2,1,1,5,220,3,2,2,2
438291,0.4137195584,47,2,2,2,1,5,220,3,1,1,2
336412,0.820975588,47,1,4,1,1,5,10,1,0,0,1
410938,0.5262275055,11,1,1,5,2,1,220,4,2,2,3
430643,1.1022122447,9,1,1,5,2,1,220,6,1,1,6
139329,0.723026429,54,1,2,1,1,5,210,2,2,2,1
438231,1.3727914738,52,1,2,1,1,5,220,3,2,2,1
343225,2.0657463862,77,2,4,4,1,6,10,1,1,1,1
289586,0.6638807376,40,2,2,1,1,4,220,4,2,2,2
121045,0.4595245776,38,2,1,1,1,4,210,2,3,3,2
271526,0.31451438,88,2,3,4,2,6,10,1,0,0,1
254654,2.0179771176,85,2,2,4,1,6,210,2,1,1,1
284773,1.7277884573,80,1,2,4,1,6,210,2,1,1,1
246854,2.5237186264,44,2,1,1,1,5,210,2,2,2,2
258269,2.9018958485,29,2,1,1,1,4,210,2,0,0,1
260714,3.2778984967,26,2,1,1,1,4,220,3,2,2,2
310673,0.591017295,39,2,2,1,1,4,220,4,3,3,1
449304,2.8222016318,60,1,2,1,1,5,210,2,2,2,1
333933,1.9679018949,85,2,3,4,2,6,10,1,0,0,1
272609,1.969078778,25,2,1,3,1,4,220,4,1,1,3
423988,1.0798089068,11,2,1,5,2,1,220,4,2,2,4
334603,1.703648375,88,1,1,4,2,6,10,1,0,0,1
159296,0.3862093416,68,1,2,4,1,6,210,2,1,1,2
139381,2.5150508915,6,1,1,5,2,1,220,3,2,2,3
152692,1.0595355967,53,2,2,1,1,5,210,2,0,0,1
256115,3.7400648912,25,2,2,1,1,4,210,2,2,2,2
112577,3.0837517522,50,1,4,1,1,5,30,5,3,3,2
128282,0.7573007842,13,1,1,5,2,1,220,5,2,2,5
312225,1.6693615462,39,2,2,1,1,4,220,4,2,2,2
352877,0.3637078901,12,2,1,5,2,1,220,4,2,2,3
456003,0.8352574807,75,2,4,4,1,6,210,2,4,4,2
329014,0.5899305421,15,2,1,3,2,2,220,4,1,1,4
279177,2.0345796885,19,2,1,3,1,3,220,3,1,1,3
146158,0.6637867115,75,2,1,4,2,6,10,1,0,0,1
276245,0.7559014726,12,1,1,5,2,1,220,6,3,3,6
256471,0.8468851566,36,1,2,1,1,4,30,3,4,4,1
127796,2.1384126231,32,2,1,1,1,4,10,1,1,1,1
266015,0.8653652931,15,2,1,3,2,2,220,4,2,2,4
417351,0.9081147375,75,1,1,4,2,6,10,1,0,0,1
280012,2.0481226114,18,2,1,1,2,3,220,4,1,1,3
137271,0.9691420593,13,2,1,5,2,1,230,4,1,1,2
323032,0.6994586648,8,2,1,5,2,1,30,7,2,2,7
434078,0.7185389276,50,2,2,1,1,5,210,2,0,0,1
133093,0.1754812753,7,2,1,5,2,1,220,4,2,2,3
242601,3.4373922216,60,1,4,1,1,5,210,2,1,1,2
243247,1.1819244326,35,1,2,1,1,4,10,1,1,1,1
276543,1.4438961416,10,1,1,5,2,1,220,7,2,2,6
411137,2.8775043401,44,1,2,1,1,5,220,4,1,1,2
269207,0.8375688569,62,2,2,1,2,5,220,3,1,1,2
141337,2.3717163577,83,2,2,4,1,6,210,2,1,1,2
142514,1.5391694383,44,1,2,3,1,5,220,4,3,3,1
283707,1.354195829,30,1,2,1,1,4,220,3,1,1,2
331035,0.5385982771,9,2,1,5,2,1,220,6,1,1,5
420506,1.7331262632,52,1,2,1,1,5,220,4,2,2,2
287371,3.9361822848,34,1,2,1,1,4,210,2,0,0,1
328049,1.9942083468,34,2,2,2,2,4,220,5,1,1,3
453283,0.4280631823,40,1,1,1,1,4,10,1,1,1,1
354107,3.4332992403,45,1,1,1,1,5,30,4,0,0,1
429942,1.0165059148,21,1,1,1,1,3,230,3,2,2,2
133194,0.9096917164,32,2,1,1,1,4,210,2,2,2,2
323161,2.3676757103,73,1,2,4,2,6,220,3,1,1,1
350476,3.8359522433,67,1,2,4,2,6,210,2,0,0,1
284399,4.5780181469,29,2,1,1,1,4,30,2,0,0,2
131729,2.1362841811,28,2,1,1,1,4,230,3,1,1,2
346554,1.4814584049,61,1,2,2,2,5,220,3,0,0,1
153118,1.7398142029,52,2,4,1,1,5,210,2,2,2,1
125087,1.440524073,55,2,2,1,1,5,210,2,2,2,2
448348,2.0876496469,36,1,1,2,2,4,230,2,0,0,2
443972,0.2001610796,62,1,2,1,1,5,210,2,1,1,1
152287,0.9038635727,49,2,1,1,1,5,10,1,0,0,1
285626,5.8861483129,37,1,1,1,1,4,10,1,1,1,1
450792,1.6141841494,20,2,1,1,1,3,220,7,1,1,3
117914,1.9437053195,7,2,1,5,2,1,220,4,1,1,3
149875,3.5814688215,27,1,1,1,1,4,10,1,1,1,1
347933,1.2829930325,57,1,2,1,1,5,210,2,1,1,1
265775,1.5318158602,10,1,1,5,2,1,220,11,2,2,7
128407,0.5557592455,63,2,2,1,1,5,220,4,2,2,1
133593,0.5971431831,26,2,1,2,1,4,10,1,0,0,1
420289,1.8767989901,70,1,2,4,1,6,210,2,2,2,2
153877,1.1184084419,21,1,1,1,1,3,220,4,3,3,3
453854,0.7524782936,50,2,2,1,2,5,220,3,2,2,2
141841,1.7180490056,19,1,1,1,2,3,220,5,3,3,4
110137,1.0605264489,87,1,2,4,1,6,30,2,2,2,1
322743,1.548676438,12,1,1,5,2,1,220,3,2,2,3
433702,0.6888745666,72,1,4,1,1,6,210,2,1,1,1
318127,0.9538490834,50,1,1,1,1,5,10,1,2,2,1
277422,2.0754839597,82,1,2,4,2,6,10,1,0,0,1
142518,0.936120138,90,1,2,4,1,6,10,1,1,1,1
318958,1.9829238475,86,2,4,4,2,6,10,1,0,0,1
268494,2.1862349005,29,2,2,1,1,4,210,2,1,1,1
142469,0.7798840855,81,2,3,4,2,6,10,1,0,0,1
152339,1.5453772747,18,2,1,1,2,3,220,7,2,2,5
128726,2.8061265169,31,2,1,1,1,4,220,3,1,1,2
268466,0.8825403629,57,1,2,1,1,5,220,4,3,3,1
438947,1.7170842207,32,2,1,2,1,4,10,1,1,1,1
157068,0.9927354983,12,1,1,5,2,1,230,2,0,0,2
421418,1.3739172092,58,2,4,2,1,5,10,1,1,1,1
414157,1.175873207,46,2,2,1,2,5,220,4,0,0,2
122081,2.7484377594,26,2,1,1,1,4,220,4,4,4,3
254262,1.1960636273,39,1,2,1,1,4,220,3,1,1,2
338528,0.489687886,15,2,1,3,2,2,220,5,0,0,3
329547,0.6385539493,47,1,2,1,1,5,220,4,1,1,1
346954,4.8552334619,60,2,4,1,1,5,10,1,1,1,1
353515,3.0742002953,45,1,2,1,1,5,220,4,1,1,1
311701,0.5715844406,62,2,4,1,1,5,10,1,1,1,1
314277,0.6641153545,12,2,1,5,2,1,220,5,1,1,4
279335,2.5993346008,36,2,1,1,1,4,210,2,1,1,1
356277,3.5868853948,46,1,2,1,1,5,230,2,2,2,1
135845,1.2269189,62,2,2,4,1,5,220,3,1,1,1
284378,1.3434382056,14,2,1,5,2,1,220,3,1,1,3
345744,1.6088437304,32,1,2,1,1,4,30,4,2,2,1
257315,1.3639116645,48,2,2,1,1,5,220,3,1,1,2
120211,2.2291768279,51,2,1,1,2,5,10,1,0,0,1
283847,1.7940567673,35,1,1,1,1,4,10,1,0,0,1
433703,0.7217663193,15,2,1,1,2,2,220,5,1,1,3
273264,1.9947742698,61,2,2,1,1,5,210,2,1,1,2
287513,1.0004925787,58,2,1,1,1,5,10,1,1,1,1
110268,0.5363496789,70,2,4,4,1,6,10,1,1,1,1
350363,0.8628262276,16,1,1,3,2,2,220,4,2,2,4
145999,1.0926945793,24,1,1,1,1,4,220,5,2,2,3
443638,1.6348242598,12,1,1,5,2,1,220,4,3,3,4
317979,0.268583128,70,2,2,4,1,6,210,2,2,2,1
452028,1.4935653,83,1,2,4,1,6,210,2,2,2,1
154662,1.825804556,64,2,1,1,1,5,210,2,0,0,2
324645,0.3734062581,7,1,1,5,2,1,220,4,2,2,4
320675,1.2115002342,41,1,1,1,1,4,10,1,1,1,1
252227,2.2354261866,26,1,1,1,2,4,30,2,4,4,2
154764,1.8895301564,88,1,2,4,1,6,210,2,1,1,1
458671,1.6933413047,69,1,1,4,1,6,10,1,1,1,1
130272,0.8204035299,20,2,1,3,1,3,220,5,2,2,4
458606,1.2055154313,49,1,2,1,1,5,220,3,2,2,1
151888,3.8285924454,49,1,2,1,1,5,10,1,1,1,1
129152,0.7586824677,49,1,4,1,1,5,230,2,3,3,1
314469,1.1313939163,80,1,2,4,1,6,210,2,1,1,1
321374,1.0289763432,55,2,2,1,1,5,210,2,2,2,2
325405,1.8241436788,76,2,3,4,1,6,210,2,2,2,2
158958,0.9964017344,30,2,2,1,1,4,220,3,2,2,2
438657,1.0449088353,42,1,1,1,1,4,230,2,1,1,2
454114,0.6442549794,16,2,1,3,2,2,220,5,1,1,3
116385,0.8964777542,73,1,4,4,1,6,10,1,1,1,1
440997,1.007175619,31,1,2,1,1,4,220,3,0,0,1
349022,1.3491585036,55,1,4,1,1,5,10,1,1,1,1
451602,0.8160275859,30,2,1,2,2,4,220,3,0,0,3
311361,0.2576140715,57,1,2,1,1,5,210,2,1,1,1
269497,1.0187383452,80,2,3,4,2,6,10,1,0,0,1
438496,3.1171311624,30,1,1,1,1,4,210,2,2,2,1
421073,1.0701220782,31,1,1,1,1,4,210,2,2,2,2
319591,1.1794431707,37,2,2,1,1,4,210,2,2,2,2
338199,1.3291767028,30,1,2,1,1,4,210,2,1,1,1
240454,2.5204156522,12,2,1,5,2,1,30,10,3,3,5
135399,0.6032030837,60,1,2,1,1,5,30,3,2,2,1
457434,3.6193525477,10,1,1,5,2,1,220,4,2,2,4
445942,1.256809037,59,1,4,1,1,5,10,1,0,0,1
327781,0.2888841544,18,1,1,2,2,3,220,4,1,1,4
142235,3.5252632082,80,1,2,4,1,6,210,2,1,1,1
331643,0.7231510466,15,1,1,3,2,2,230,4,0,0,3
420105,1.6170517976,19,1,1,3,1,3,220,5,1,1,3
312534,4.2512237762,38,2,2,2,1,4,220,4,1,1,2
439466,1.4174454628,57,1,4,2,1,5,10,1,1,1,1
320816,3.1379060366,51,2,1,1,2,5,210,2,1,1,2
114926,5.5484460866,50,1,2,1,1,5,220,4,1,1,1
269399,1.0489977263,17,2,1,3,2,2,230,2,1,1,2
128311,1.0403643458,75,2,2,4,1,6,210,2,1,1,2
282706,0.6521758842,80,1,2,4,1,6,210,2,1,1,1
359533,1.6704932507,46,1,2,1,1,5,220,5,1,1,1
126477,1.4261131411,23,1,1,1,2,3,230,4,1,1,2
273663,0.3517192348,72,2,2,4,1,6,210,2,1,1,2
430382,0.5182027853,58,1,2,1,1,5,220,4,2,2,3
118537,1.0990067499,8,2,1,5,2,1,220,4,2,2,4
153344,0.5770055603,9,1,1,5,2,1,220,4,2,2,4
417157,1.7388985529,86,1,3,4,1,6,210,2,1,1,1
355593,1.9674155149,54,1,2,1,1,5,210,2,2,2,2
344324,3.4939111417,44,2,2,2,1,5,220,4,1,1,2
241599,1.8589327829,19,1,1,1,1,3,220,4,2,2,4
312208,5.886902477,23,1,1,3,1,3,220,3,2,2,3
150772,2.6226186649,35,2,2,1,1,4,210,2,1,1,2
327948,0.7286238288,53,2,1,1,1,5,10,1,1,1,1
252159,1.2330740942,37,1,2,1,1,4,220,4,2,2,1
132158,0.8221079944,77,2,3,4,1,6,230,2,1,1,1
254164,0.646244312,45,2,2,1,1,5,210,2,4,4,2
330624,3.031143854,34,1,1,1,1,4,10,1,0,0,1
263892,0.7713973939,35,2,1,1,1,4,220,4,1,1,2
324209,1.2653940816,20,2,1,1,2,3,210,2,1,1,2
280502,0.544154832,64,2,2,2,1,5,210,2,1,1,1
147757,4.3760701525,31,1,1,1,1,4,10,1,1,1,1
459573,1.1535275667,47,2,2,1,1,5,220,4,2,2,2
441186,0.3344934071,60,1,2,1,1,5,210,2,2,2,1
242601,3.4373922216,60,1,4,1,1,5,210,2,1,1,2
241269,1.5438535346,83,1,2,4,1,6,210,2,0,0,1
255014,1.6226198085,25,2,1,1,2,4,220,4,0,0,3
138148,0.3734824648,71,2,2,4,1,6,210,2,1,1,1
139087,2.3363244501,37,1,2,1,1,4,220,3,1,1,1
434562,3.2377544103,23,1,1,1,1,3,220,4,3,3,4
135557,0.3707402212,54,2,2,1,1,5,220,3,3,3,2
242658,1.9172980655,35,2,1,1,1,4,10,1,0,0,1
251775,1.2098479352,15,2,1,3,2,2,220,6,5,5,6
253066,0.9012987537,22,2,1,1,1,3,220,5,2,2,3
435303,1.8246643989,42,1,1,1,1,4,10,1,0,0,1
255142,1.4500018971,76,2,2,1,2,6,210,2,1,1,2
432358,1.7651662898,32,2,1,1,2,4,210,2,0,0,2
137425,0.6868631974,83,1,1,4,2,6,10,1,0,0,1
312184,1.8239602166,55,1,2,1,1,5,220,3,2,2,2
424762,1.4182095924,43,2,2,1,1,4,220,4,1,1,2
355667,0.5156256237,38,2,2,1,1,4,220,3,2,2,2
266918,0.9643586947,57,1,2,1,1,5,220,4,2,2,1
432237,0.5057048567,66,1,2,4,1,6,210,2,2,2,1
348584,1.3924521967,57,1,1,1,1,5,10,1,1,1,1
243893,0.5943179596,36,2,2,1,1,4,220,3,1,1,2
327135,2.5124908713,91,1,3,4,2,6,10,1,0,0,1
439252,0.5745399929,76,1,1,4,2,6,10,1,0,0,1
448779,1.3175497301,9,1,1,5,2,1,220,5,1,1,3
282817,2.1438876033,29,2,2,1,2,4,220,3,1,1,2
349676,0.9206231691,55,2,2,1,1,5,10,1,1,1,1
434145,0.908917029,32,1,1,1,1,4,220,4,3,3,1
459239,3.1033344157,36,2,2,2,1,4,220,4,3,3,2
137775,2.5173550729,54,2,1,1,1,5,230,3,3,3,1
343286,3.2952130945,47,2,2,2,2,5,210,2,0,0,1
313575,1.9251275761,46,2,2,1,1,5,220,4,1,1,2
128623,1.1222767249,55,2,2,1,1,5,220,5,2,2,1
426895,0.4204891089,51,2,3,1,1,5,220,3,2,2,2
260329,2.5911242655,20,1,1,1,1,3,220,5,2,2,3
249912,1.4992872917,26,2,1,3,1,4,230,2,1,1,2
270451,1.0100957147,60,1,2,1,1,5,210,2,0,0,1
253918,1.2045285387,19,2,1,1,1,3,220,4,3,3,3
446009,3.2181471927,26,1,2,1,2,4,30,4,1,1,3
452463,2.9637302671,59,1,2,1,1,5,210,2,1,1,1
114407,1.1443087167,66,2,4,4,1,6,10,1,0,0,1
412538,0.6770911609,88,2,3,4,2,6,10,1,0,0,1
253422,0.3424691987,74,2,2,4,1,6,210,2,1,1,2
322484,1.8928892549,63,1,2,1,1,5,10,1,0,0,1
277297,3.1779169809,53,1,4,1,1,5,10,1,0,0,1
442168,0.7544097565,59,2,4,1,1,5,210,2,1,1,2
129377,1.3916794618,34,2,2,1,1,4,220,5,1,1,2
156259,2.9033511329,42,2,2,1,1,4,220,6,3,3,2
287581,2.4732327781,46,2,3,4,2,5,210,2,0,0,2
121497,1.0281714953,58,2,2,2,1,5,220,4,2,2,1
134546,0.6550565704,23,1,1,1,2,3,30,3,0,0,1
335304,2.6838487677,10,2,1,5,2,1,220,8,2,2,7
349602,0.6142186778,46,1,2,1,1,5,220,4,1,1,2
459788,1.3709181057,83,1,2,4,2,6,210,2,1,1,1
246146,0.687290933,43,1,2,1,1,4,220,3,2,2,2
244892,0.5823663734,73,2,2,4,1,6,210,2,1,1,2
430634,1.1153437076,72,2,2,4,1,6,210,2,1,1,2
121855,1.9347627991,29,1,2,1,1,4,210,2,1,1,1
427793,3.8340627436,46,1,1,1,1,5,10,1,1,1,1
152102,0.6851781514,63,2,2,1,2,5,210,2,0,0,2
285334,2.361254964,57,2,4,1,1,5,210,2,2,2,2
434716,1.3107556787,41,2,1,2,1,4,220,6,1,1,2
426975,0.3890600381,62,1,2,4,1,5,210,2,2,2,1
355388,1.4583213185,10,1,1,5,2,1,220,3,1,1,3
269266,5.2509678349,46,2,2,1,2,5,220,4,1,1,2
269873,0.608516459,82,2,1,4,1,6,10,1,1,1,1
272339,1.8310999669,59,1,2,1,1,5,220,3,0,0,1
255362,3.9637186147,29,2,1,2,1,4,230,3,1,1,1
436637,1.0439069709,83,2,3,4,2,6,10,1,0,0,1
432571,2.2145528444,38,1,1,1,1,4,210,2,1,1,1
312677,0.9558055658,38,2,2,1,1,4,220,4,1,1,2
325878,0.4058111402,14,2,1,5,2,1,220,3,1,1,3
119502,1.208497727,33,2,2,1,1,4,230,4,1,1,1
436362,0.8638202317,68,1,2,4,1,6,210,2,2,2,2
421873,0.269779322,67,1,2,4,1,6,210,2,1,1,1
283918,0.8196311197,77,2,1,4,1,6,210,2,1,1,1
251629,3.1252924651,7,1,1,5,2,1,230,2,0,0,2
289869,1.0810762907,34,2,2,1,1,4,220,4,1,1,2
117986,0.3778883667,65,1,4,4,1,6,210,2,2,2,1
241475,2.0596362933,41,1,1,1,2,4,10,1,0,0,1
341508,1.2160453683,48,1,2,1,1,5,220,4,1,1,1
344623,1.00340439,74,1,4,4,1,6,10,1,1,1,1
356537,1.4019233034,64,1,2,1,1,5,210,2,1,1,1
316736,4.2692263033,29,2,1,1,1,4,230,2,1,1,2
262718,0.6288131282,45,1,2,1,1,5,220,5,2,2,1
337738,0.846999384,84,1,2,4,1,6,210,2,1,1,1
446876,0.6506037825,70,1,2,1,1,6,210,2,1,1,1
143098,2.0200627551,34,1,2,1,1,4,30,5,8,5,3
411857,4.9232056499,41,2,4,1,1,4,230,2,0,0,1
130285,1.513511614,9,1,1,5,2,1,220,4,1,1,4
141416,0.8082597669,84,1,2,4,1,6,220,3,1,1,1
311035,2.0265421008,24,2,1,1,1,4,220,3,1,1,3
446936,0.9971482208,66,2,4,4,1,6,210,2,1,1,2
120746,1.9150792181,49,2,1,1,1,5,10,1,0,0,1
335809,1.1286542577,45,2,4,1,1,5,230,2,1,1,1
149775,2.3924125102,36,2,1,1,1,4,10,1,0,0,1
116374,0.3851576357,75,1,2,4,1,6,210,2,1,1,1
129476,3.0876670932,22,1,1,1,1,3,10,1,1,1,1
426757,1.7477965147,49,1,2,1,1,5,220,5,1,1,1
116314,1.2299907479,33,1,2,1,1,4,10,1,0,0,1
359411,0.7263799645,68,2,1,4,1,6,10,1,1,1,1
453295,0.6601802191,12,1,1,5,2,1,220,5,1,1,3
415848,3.6642869041,50,1,2,1,1,5,210,2,1,1,2
452989,1.0448468657,71,2,2,4,1,6,210,2,1,1,2
319359,0.548527941,69,2,3,4,2,6,10,1,0,0,1
152339,1.5453772747,18,2,1,1,2,3,220,7,2,2,5
435638,1.0991943223,41,2,2,1,1,4,220,3,2,2,1
457677,0.9710276925,55,1,2,1,1,5,220,4,2,2,2
356442,0.9890488755,37,2,1,1,1,4,220,5,1,1,2
123129,0.8313325229,50,2,4,2,1,5,230,2,0,0,1
142718,0.4959912792,24,2,1,1,1,4,30,2,0,0,2
357313,0.7500757191,48,2,2,1,1,5,210,2,2,2,2
456598,2.6316474301,40,1,2,1,1,4,220,3,2,2,1
413914,0.5946901616,53,1,2,1,1,5,210,2,3,3,2
322311,0.7163874559,84,1,2,1,1,6,210,2,1,1,1
334674,2.631305692,65,1,3,4,1,6,10,1,1,1,1
426687,1.0261360999,32,1,2,1,1,4,210,2,1,1,1
427027,0.310514343,8,2,1,5,2,1,220,5,2,2,5
260484,0.9036557137,67,2,2,4,1,6,210,2,1,1,1
326075,4.1837904185,56,2,2,1,1,5,220,3,3,3,2
335421,1.6862945492,80,1,4,4,1,6,210,2,4,4,1
275394,2.4046292052,31,2,2,1,1,4,210,2,1,1,1
437487,0.6843129216,7,2,1,5,2,1,220,4,1,1,4
145976,1.5519833361,78,1,2,4,1,6,210,2,1,1,1
324991,2.5728025231,87,2,3,4,2,6,10,1,0,0,1
452698,0.4480237986,18,1,1,1,2,3,220,4,1,1,4
156521,1.5434250353,18,2,1,1,1,3,230,4,2,2,3
131733,1.8551899823,36,2,1,1,1,4,10,1,1,1,1
418289,0.6795968317,49,2,2,1,1,5,220,5,3,3,1
353764,2.2556138163,40,1,2,1,2,4,220,3,0,0,1
359255,1.193499183,91,1,2,4,2,6,210,2,1,1,1
131936,4.3161186329,52,1,4,1,1,5,220,4,2,2,1
328463,0.4787316563,74,1,2,4,1,6,210,2,2,2,1
150848,0.6793085426,65,1,2,4,1,6,210,2,1,1,1
157551,1.0033850405,7,1,1,5,2,1,220,3,2,2,3
456151,1.8637847117,52,1,1,1,1,5,10,1,1,1,1
253548,1.0303589124,22,1,1,1,2,3,230,4,1,1,2
349212,0.5904134277,15,1,1,3,2,2,220,3,0,0,3
262854,3.3817158386,30,1,1,1,1,4,10,1,1,1,1
152755,0.9209652772,44,1,2,1,1,5,220,4,1,1,1
246912,0.5828471288,47,2,2,1,1,5,220,4,1,1,2
142154,0.839652319,60,2,2,2,1,5,210,2,1,1,2
356117,2.7640925095,38,1,1,1,1,4,10,1,2,2,1
356275,0.4420948361,52,1,2,1,1,5,220,4,2,2,1
323927,1.6949241372,73,1,2,1,1,6,210,2,3,3,1
154499,1.8863094562,27,2,1,1,1,4,30,2,1,1,1
263464,1.679168735,38,2,2,1,1,4,210,2,1,1,1
289449,2.8593658368,17,2,1,1,2,2,220,3,1,1,3
316613,0.5771356641,26,2,2,1,1,4,210,2,1,1,2
421453,1.1058404731,50,2,2,1,1,5,220,3,3,3,1
436443,4.5238285192,25,1,1,1,1,4,10,1,1,1,1
123706,0.4361557596,47,2,2,1,1,5,220,5,1,1,2
248669,1.0837333499,19,1,1,1,2,3,30,3,1,1,3
287043,4.8700167196,28,1,1,1,1,4,30,2,0,0,2
452844,2.2065564616,49,1,2,1,1,5,210,2,2,2,2
118923,1.8198978258,39,1,1,2,2,4,230,2,0,0,1
241567,2.2278944791,58,1,4,1,1,5,10,1,1,1,1
287636,3.7124909448,27,1,1,1,1,4,10,1,0,0,1
242122,1.9167606661,67,1,2,4,1,6,210,2,1,1,1
316409,2.0319307665,20,1,1,3,2,3,220,4,1,1,3
344061,0.7012752932,20,1,1,1,1,3,220,4,2,2,3
436051,1.3439835653,35,2,2,1,1,4,220,4,2,2,1
